1000
178.287427 856.524156 614.155841 106.472369 14.528960
544.090239 930.267326 937.209526 125.000000 11.392491
924.037323 486.435435 778.519973 125.000000 14.852964
888.543825 773.095145 929.438751 125.000000 12.108806
809.701719 884.981875 658.550382 125.000000 10.178558
406.259637 635.233839 213.999936 125.000000 13.715662
303.228882 99.688193 144.639185 125.000000 10.159164
342.027736 888.859454 97.898319 125.000000 13.474143
740.374998 767.247416 216.522644 125.000000 11.907792
631.618458 688.337839 729.107912 125.000000 12.227931
642.473099 190.074983 150.011093 125.000000 13.398513
505.214340 674.256303 842.166351 125.000000 11.275476
192.253045 201.339230 293.494344 125.000000 12.736078
772.291801 277.793764 871.907758 125.000000 11.271411
271.983935 606.301063 475.531633 125.000000 10.982976
577.549888 545.224903 879.448385 93.703295 14.154143
732.630022 390.387481 562.181871 125.000000 13.786001
529.099840 763.778156 910.085876 46.128910 10.269751
471.401029 43.959784 347.820243 125.000000 12.844118
324.649183 526.502687 189.441526 67.573560 13.971423
254.152941 874.941473 184.669450 71.911418 10.419107
929.173834 135.107120 450.414704 125.000000 12.691712
37.964543 756.413318 795.953709 125.000000 14.809490
413.283312 292.219180 759.645106 125.000000 10.422179
213.423029 287.244971 180.718478 86.621393 14.553238
574.181077 546.404901 169.559352 122.839116 14.346461
371.599003 511.414165 415.409945 117.695916 13.110276
866.784469 905.101831 491.679228 125.000000 10.248272
860.327516 382.230897 149.811277 125.000000 11.688597
274.993116 416.300041 148.480655 118.430708 11.948694
924.379441 569.972736 90.426738 125.000000 14.710253
797.422605 51.268224 76.844417 125.000000 11.765793
715.411410 637.346101 454.378194 125.000000 13.245577
719.082255 221.510258 667.226751 125.000000 11.481604
616.946363 760.881665 110.043154 97.560356 11.842423
509.880540 791.353534 770.442952 77.895891 12.542543
775.680810 529.043493 367.926014 107.192586 11.893047
542.649965 604.145516 574.017630 125.000000 14.379714
193.342143 246.383468 440.118477 88.263551 11.129609
436.303359 212.345731 869.517035 77.289515 14.616898
591.621703 688.169662 252.107428 119.139263 11.311059
329.961225 428.846317 507.373362 64.345619 11.483379
783.502675 56.608548 903.904949 125.000000 11.312411
568.715775 270.101899 463.989399 125.000000 12.443045
407.656072 382.840161 931.279781 125.000000 13.395678
888.644366 778.523742 122.639286 100.408496 14.425840
500.021146 481.076514 881.452799 38.947491 13.720371
818.407176 770.613735 567.962732 102.383819 13.088332
860.348335 60.578938 490.584979 43.365018 11.199660
697.044514 500.436922 473.215678 68.671569 14.893403
69.785339 97.065143 520.355580 125.000000 13.409860
917.094278 631.388673 764.847577 100.296396 12.592975
424.470102 642.398266 616.174915 73.124211 12.634379
54.497641 945.089372 193.966319 125.000000 12.158256
216.637550 490.320257 349.339807 102.764702 11.862049
120.386655 701.854380 304.066980 125.000000 14.601660
900.782222 425.538860 937.277318 114.168480 12.739355
652.340359 535.833719 681.433656 99.459583 13.505494
860.530825 659.723128 207.729404 84.022752 12.805999
939.013515 186.812741 824.059424 125.000000 12.303630
226.541394 436.521059 484.093824 94.485672 11.881361
243.973497 392.113832 577.595900 50.427976 12.947537
608.299113 282.904797 800.020469 117.996552 11.452203
91.145040 122.004255 341.856454 95.381941 13.192654
417.469844 785.861342 695.075136 92.654735 13.272229
351.230147 164.460757 594.406038 125.000000 12.656670
622.803267 908.152490 268.773279 125.000000 14.718113
655.292364 818.659376 356.084089 65.082217 11.120200
71.732843 588.703877 401.695350 117.214860 13.376660
748.508870 475.001689 94.832604 119.553366 11.612359
475.389832 177.657562 352.532658 65.181065 13.608790
541.400099 434.006702 628.343973 123.329897 13.416816
829.013601 290.802066 338.200961 125.000000 12.703697
164.359789 167.679728 128.423027 125.000000 11.093383
909.617387 233.150749 187.094093 122.628899 14.664268
578.923074 281.951772 82.387965 72.823647 10.749986
449.597484 664.336377 376.813589 125.000000 11.213927
428.265562 282.277548 212.887688 125.000000 11.654289
730.904898 389.014069 242.930183 102.693357 14.042570
213.185401 812.013199 922.250886 125.000000 13.844271
794.593921 762.363612 335.797569 74.807255 13.743529
151.042251 173.138267 660.553769 125.000000 10.449753
495.497326 182.288790 98.771280 105.257931 10.948552
524.409499 481.942823 765.741533 98.604970 14.949751
278.829314 645.327305 136.265496 108.895937 12.929935
703.053444 845.344601 926.256972 125.000000 13.304723
485.359843 821.504440 229.082156 93.265504 14.313554
499.211317 531.941297 451.093039 87.083626 13.475815
830.301503 849.885070 285.063672 61.377517 12.451786
629.999477 423.126986 227.585119 51.324283 12.824898
635.606831 65.566841 813.131264 115.761237 12.335341
878.147494 663.700238 470.569995 99.142613 11.044733
277.819642 114.983170 449.718298 125.000000 10.357264
949.010122 347.812716 316.319706 83.231727 10.508347
71.840409 505.123152 746.737160 125.000000 11.491220
103.416971 647.474901 590.872339 125.000000 10.051683
409.126619 114.997647 746.044577 125.000000 12.783349
848.770415 767.029436 709.311978 88.095549 12.426147
110.278738 782.579428 919.589825 34.424275 10.364426
636.222090 720.640805 573.672617 104.434379 11.644071
548.078947 248.319588 631.798939 105.370405 11.941358
754.594013 139.334126 314.034999 120.245128 10.759228
122.563629 412.515806 134.896119 92.630640 12.654361
305.341825 596.692707 933.737019 125.000000 13.922139
208.498790 281.918067 777.782381 99.301087 14.668799
406.764843 296.428267 85.107693 78.227765 13.844791
427.439360 646.812315 710.368991 51.226211 10.039101
271.162279 861.166993 686.799022 66.469870 11.087817
242.100044 121.479464 870.592145 125.000000 10.922168
925.168508 413.866493 606.259675 125.000000 12.011942
312.455620 527.905347 802.859967 87.213037 13.427679
302.717838 328.420373 644.509974 78.937098 10.122170
136.839197 792.690038 206.029307 81.160080 11.060816
537.944777 666.812180 69.881175 73.030892 14.767285
940.509104 255.524817 635.122019 118.452228 11.775368
117.659304 629.872252 203.967843 57.042609 11.867819
874.989613 88.804976 656.890823 125.000000 10.334731
128.705904 695.313067 941.343135 92.348013 12.559100
360.600968 850.917653 458.870459 125.000000 14.856294
122.993680 490.373994 211.531334 56.261228 10.911138
947.085090 779.991900 487.107243 99.986502 12.158606
405.164464 868.457887 859.954732 125.000000 10.687733
791.000494 411.151897 718.213876 121.770526 13.232387
545.271800 915.047214 542.713682 125.000000 11.612302
923.956284 345.527538 802.947994 88.300261 13.473716
92.982839 375.540279 641.435810 125.000000 14.770872
694.775803 614.924248 583.590652 71.434607 11.151915
365.950658 456.864366 270.317292 100.964539 10.237773
838.486434 368.161590 454.614167 89.131144 12.447972
951.173408 643.817701 244.612627 46.369626 10.419368
